Text,Sentiment
in shameless customer support take money do not send food do not refund money Order 25007420555 Order 24849388417 customer support tell lies on recorded lines,neutral
,
in shameless customer support take money do not send food do not refund money Order 25007420555 Order 24849388417 customer support tell lies on recorded lines,neutral
,
I had a word with Shafiya and it was a super delighted conversation Many thanks to Swiggy team for solving complaints in such a short span of time in,positive
,
Try IND Even I lost confidence in swiggy Every Tom dick and Harry restaurant in it with no hygiene in them Uber eats is doing good I stopped using swiggy,positive
,
Swiggy Zomato Boys,neutral
,
hi I have a small setup signed up with swiggy There is a small issue and it hasn t got resolved for last 11 days That s not quite like the swiggy I found in the first 2 months of relationship,negative
,
in This is how I received it I can t believe in and BBC both with such amazing brand name has done this,positive
,
in I raised a complaint in app regarding delay in delivery and the customer care response was even delayed I felt the executive must be dealing multiple chats at a time Wondering which one to complaint now Delivery delay or lazy customer care,negative
,
in,neutral
,
Five of India s best funded startups lost over a billion dollars in 2018,positive
,
swiggy has done it again Ordered a rs666 pizza from BBC British brewing company from in I want full refund,positive
,
When in does not want to do their job but apologise nevertheless rather than investigate what happened,neutral
,
in Kriti either way it s a win win situation Adithya,positive
,
in you haven t given me any answers in the DM let s talk here,neutral
,
in No any reply yet,neutral
,
RT It has to be Ola Uber UPI payments and Swiggy My parents had to rely on me for travelling around the city and to get,neutral
,
in This is me when i order Which is almost everyday,negative
,
Today i ordered Biryani from swiggy and it was not tasty what is Modi doing Modi must resign,neutral
,
swiggy after having to wait almost 90 minutes after ordering food and trying to wake up your horrible customer care agents with chat messages my problem is not solved yet Time to get working on your customer service,negative
,
With the kind of deals and cashbacks in Swiggy Zomato etc eating out in a restaurants seems like such a criminal waste of money,negative
,
in Team merely replying that you are working to ensure price parity does not resolve the issue Every single item price with the outlet I mentioned in the previous tweet is hiked on swiggy,negative
,
RT marwadi swiggy zomato,neutral
,
in Really disappointing service management Ordered a cake for my kid sisters Bday and Swiggy cancelled the order swiggy,negative
,
Hey Rasika it s never too late to buy your Gourmet Passport If you re a in Super user you can get a 3 month membership for free,positive
,
in we have applied for listing our restaurant on your platform But there is no reply on the same from long time Kindly look into it You can call my team on 97714 04089,positive
,
in make up your mind if the order was confirmed then how cancelled after,positive
,
Thanks for showing your presence at Tirupati in,positive
,
Five of India s best funded startups lost over a billion dollars in 2018 via,positive
,
1 5 Review on in by mahibakam Worst service,negative
,
in when you send any invoice with GST charges isn t it mandatory to provide GST number GST Swiggy OnlineFoodOrderingApp,neutral
,
in What is this I ordered rasbhari price of 210 but I received gulabjamun What are you doing You are doing freaud with coustmer I paid for what When I called to coustmer care thay are taking feedback,neutral
,
IND if you are not able to deliver why you are doing this business I paid all duse still not able to order food Zomato and swiggy is better,neutral
,
HALFBY,neutral
,
Flipkart paytm,neutral
,
in,neutral
,
Five of India s best funded startups lost over a billion dollars in 2018,positive
,
App Store Diwali Offers Include Deals on Canva Swiggy Angry Birds Friends and More,positive
,
RT takupin NPNGRV DJMIX,neutral
,
RT Such a pathetic experience with in The food delivered was stale The customer care representative was inexperi,negative
,
Swiggy offer,neutral
,
in timely delivery is fine Appreciate it But the delivery boys need to really work on their traffic sense A genuine suggestion to train them on the same Thanks,positive
,
HDK 007 in So what Get it from other chain,negative
,
Don t let the monday blues get to you order assorted tarts filled with dense chocolate caramel and cookies n creaqm from The Rolling Pin delivered right to you via Swiggy Zomato or Scootsy TheRollingPin TheRollingPinIndia FoodisHappiness,positive
,
RT s101 in You re the best Govinda,positive
,
in You re the best Govinda,positive
,
in Waah Thank you very much for the advice,positive
,
in Ghar ka khana khao,neutral
,
in Aane toh do Skipped lunch and terribly hungry in ke alag swag chal rahe hai meanwhile,negative
,
in Akele akele,neutral
,
RT tune fam HALFBY DJ DJ,neutral
,
Twice in a week Ordered from Zomato but the items were delivered in Swiggy packaging Once can be a mistake but twice Swiggy is reaping all the benifits with this Please take a look,neutral
,
Gearing up Beating festive hangover and MondayBlues at Swiggy MondayMadness WeAreSwiggy SwiggsterLife,neutral
,
Hi in Placed an order one hour ago Not delivered until now And your customer care online is giving me a standard template Cancel my order will ya,neutral
,
in I am highly Disappointed with Swiggy I ordered food today from my mom s account by creating account today and the food I received is of no use as the packaging got broken and food mixed all together I tried to return the food but Swiggy people said no Theives,negative
,
gautam27 I am already on in plus now IND is also in town Some great offers too These idiots will get screwed this way really does not care They have not even gotten back to me yet,positive
